Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6272,30-07-2014,10040 / APOLLO,,Service Tax,10040 / APOLLO,710.7,JOBNO:10040/ AWB/BL.NO.: dt./ BE.NO.:3897185 dt.16/07/2014/ GOOD PACK SYSTEMS/ 192 PKG/24595.200 KGS/ ,
sales,6273,31-07-2014,00721 / HONDA,HONDA SIEL POWER PRODUCTS LIMITED,,00721 / HONDA,11797.8,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6273,31-07-2014,00721 / HONDA,,Agency charges,00721 / HONDA,4500,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6273,31-07-2014,00721 / HONDA,,Labelling Charges ,00721 / HONDA,6000,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6273,31-07-2014,00721 / HONDA,,Service Tax,00721 / HONDA,1297.8,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6274,31-07-2014,00721 / HONDA,HONDA SIEL POWER PRODUCTS LIMITED,,00721 / HONDA,10000,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6274,31-07-2014,00721 / HONDA,,Transport Charges,00721 / HONDA,10000,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6274,31-07-2014,00721 / HONDA,,Service Tax,00721 / HONDA,0,JOBNO:00721/ AWB/BL.NO.:NYKS3023616540 dt.23/06/2014/ BE.NO.:6110537 dt.15/07/2014/ HONDA ENGINE (MODEL:GX200T2 LHB2)/ 16 PKG/3248 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00451 / GKN,16689.54,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,,Agency charges,00451 / GKN,7500,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,,Documentation charges,00451 / GKN,150,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,,CFS Charges,00451 / GKN,7204,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,,Service Tax On CFS Charges,00451 / GKN,890,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6275,31-07-2014,00451 / GKN,,Service Tax,00451 / GKN,945.54,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6case/2589.960 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00460 / GKN,17257.54,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,Agency charges,00460 / GKN,7500,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,Documentation charges,00460 / GKN,150,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,CFS Charges,00460 / GKN,7042,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,Service Tax On CFS Charges,00460 / GKN,870,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,DO CHARGES,00460 / GKN,667,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,Service Tax On Do Charges,00460 / GKN,83,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6276,31-07-2014,00460 / GKN,,Service Tax,00460 / GKN,945.54,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6277,31-07-2014,00475 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00475 / GKN,65145.54,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,Agency charges,00475 / GKN,30000,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,Documentation charges,00475 / GKN,150,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,CFS Charges,00475 / GKN,24608,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,Service Tax On CFS Charges,00475 / GKN,3041,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,DO CHARGES,00475 / GKN,3222,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,Service Tax On Do Charges,00475 / GKN,398,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6277,31-07-2014,00475 / GKN,,Service Tax,00475 / GKN,3726.54,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6278,31-07-2014,00706 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00706 / GKN,10937.54,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6278,31-07-2014,00706 / GKN,,Agency charges,00706 / GKN,7500,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6278,31-07-2014,00706 / GKN,,Documentation charges,00706 / GKN,150,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6278,31-07-2014,00706 / GKN,,CFS Charges,00706 / GKN,2084,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6278,31-07-2014,00706 / GKN,,Service Tax On CFS Charges,00706 / GKN,258,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6278,31-07-2014,00706 / GKN,,Service Tax,00706 / GKN,945.54,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00615 / GKN,11016.54,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,,Agency charges,00615 / GKN,7500,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,,Documentation charges,00615 / GKN,150,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,,CFS Charges,00615 / GKN,2155,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,,Service Tax On CFS Charges,00615 / GKN,266,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6279,31-07-2014,00615 / GKN,,Service Tax,00615 / GKN,945.54,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6280,31-07-2014,00476 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00476 / GKN,30831.54,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6280,31-07-2014,00476 / GKN,,Agency charges,00476 / GKN,15000,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6280,31-07-2014,00476 / GKN,,Documentation charges,00476 / GKN,150,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6280,31-07-2014,00476 / GKN,,CFS Charges,00476 / GKN,12290,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6280,31-07-2014,00476 / GKN,,Service Tax On CFS Charges,00476 / GKN,1519,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6280,31-07-2014,00476 / GKN,,Service Tax,00476 / GKN,1872.54,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6281,31-07-2014,00420 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00420 / GKN,5939.02,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6281,31-07-2014,00420 / GKN,,Agency charges,00420 / GKN,1800,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6281,31-07-2014,00420 / GKN,,Documentation charges,00420 / GKN,150,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6281,31-07-2014,00420 / GKN,,CFS Charges,00420 / GKN,3336,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6281,31-07-2014,00420 / GKN,,Service Tax On CFS Charges,00420 / GKN,412,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6281,31-07-2014,00420 / GKN,,Service Tax,00420 / GKN,241.02,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 2 PKG/812 KGS/ ,
sales,6282,31-07-2014,00732 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00732 / GKN,5000.02,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6282,31-07-2014,00732 / GKN,,Agency charges,00732 / GKN,1800,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6282,31-07-2014,00732 / GKN,,Documentation charges,00732 / GKN,150,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6282,31-07-2014,00732 / GKN,,CFS Charges,00732 / GKN,2500,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6282,31-07-2014,00732 / GKN,,Service Tax On CFS Charges,00732 / GKN,309,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6282,31-07-2014,00732 / GKN,,Service Tax,00732 / GKN,241.02,JOBNO:00732/ AWB/BL.NO.:N9020140600BA dt.01/07/2014/ BE.NO.:6118051 dt.15/07/2014/ FIX JOINT ASSY BJ SUB ASSY TOYATA 235A (342 PCS @ USD 20.69/PCS) / 1case / 699kgs/ ,
sales,6283,31-07-2014,00705 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00705 / GKN,7879.77,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6283,31-07-2014,00705 / GKN,,Agency charges,00705 / GKN,2963,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6283,31-07-2014,00705 / GKN,,Documentation charges,00705 / GKN,150,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6283,31-07-2014,00705 / GKN,,CFS Charges,00705 / GKN,3900,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6283,31-07-2014,00705 / GKN,,Service Tax On CFS Charges,00705 / GKN,482,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6283,31-07-2014,00705 / GKN,,Service Tax,00705 / GKN,384.7668,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00917 / GKN,2481.02,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,,Agency charges,00917 / GKN,1800,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,,Documentation charges,00917 / GKN,150,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,,AAI Charges,00917 / GKN,258,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,,Service Tax On AAI Charges,00917 / GKN,32,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6284,31-07-2014,00917 / GKN,,Service Tax,00917 / GKN,241.02,JOBNO:00917/ AWB/BL.NO.:60757004010 dt.17/07/2014/ BE.NO.:6194399 dt.22/07/2014/ TUNGSTEN CARBIDE COLD FORM DIE K008-772009-0000 (ACTUAL USER) (2 PCS @ EUR 3100.00 / PCS)/ 1pkg/52 KGS/ ,
sales,6285,31-07-2014,00625 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00625 / GKN,24829.94,JOBNO:00625/ AWB/BL.NO.:HLCUMA2140600711 dt.13/06/2014/ BE.NO.:6185249 dt.21/07/2014/ TULIP LONG STEM B376I (ACTUAL USER) (3840 PCS @ EUR 11.749 / PCS)/ 27 PKG/17104.700 KGS/ ,
sales,6285,31-07-2014,00625 / GKN,,Agency charges,00625 / GKN,9000,JOBNO:00625/ AWB/BL.NO.:HLCUMA2140600711 dt.13/06/2014/ BE.NO.:6185249 dt.21/07/2014/ TULIP LONG STEM B376I (ACTUAL USER) (3840 PCS @ EUR 11.749 / PCS)/ 27 PKG/17104.700 KGS/ ,
sales,6285,31-07-2014,00625 / GKN,,Documentation charges,00625 / GKN,150,JOBNO:00625/ AWB/BL.NO.:HLCUMA2140600711 dt.13/06/2014/ BE.NO.:6185249 dt.21/07/2014/ TULIP LONG STEM B376I (ACTUAL USER) (3840 PCS @ EUR 11.749 / PCS)/ 27 PKG/17104.700 KGS/ ,
sales,6285,31-07-2014,00625 / GKN,,CFS Charges,00625 / GKN,12949,JOBNO:00625/ AWB/BL.NO.:HLCUMA2140600711 dt.13/06/2014/ BE.NO.:6185249 dt.21/07/2014/ TULIP LONG STEM B376I (ACTUAL USER) (3840 PCS @ EUR 11.749 / PCS)/ 27 PKG/17104.700 KGS/ ,
sales,6285,31-07-2014,00625 / GKN,,Service Tax On CFS Charges,00625 / GKN,1600,JOBNO:00625/ AWB/BL.NO.:HLCUMA2140600711 dt.13/06/2014/ BE.NO.:6185249 dt.21/07/2014/ TULIP LONG STEM B376I (ACTUAL USER) (3840 PCS @ EUR 11.749 / PCS)/ 27 PKG/17104.700 KGS/ ,
